MOVIE_TITLE;RELEASE_YEAR;RATING_AVG;RATING_CRITICS;RATING_AUDIENCE;VOTES_COUNT
Cherchez Hortense;2012;7,1;8;6;7
A Plumm Summer;2007;5;;5;3
Decameron n 2 - Le altre novelle del Boccaccio;1972;2,5;4;1;3
Zen: Ratking;2011;3,7;;4;3
Le jour attendra;2013;5;6;4;15
21 and Over;2013;2,9;3;3;24
Disconnect;2012;6,6;6,62;7;106
Therese;2013;7;;7;4
The Face of Love;2013;6;6,67;5;17
The Quiet Ones;2014;4,7;4,88;5;79
Begin Again;2013;6,7;7;6;129
No Brother of Mine;2007;5;;5;5
Une Estonienne a Paris;2012;6,2;6;6;18
La fille de nulle part;2012;7,7;7,17;8;10
Leviathan;2012;7,5;7,82;7;27
More Than Honey;2012;7;9;5;13
Il principe abusivo;2013;3,7;3,85;4;127
Via Castellana Bandiera;2013;6,4;6,88;6;88
Salvo;2013;6,6;7;6;71
Fixing Pete;2011;3,8;;4;4
Angel Dog;2011;6;;6;5
Jesse Stone: Innocents Lost;2011;5,3;6;5;6
Arctic Predator;2010;2,6;2;3;24
Labor Day;2013;6,8;7;7;86
Decoding Annie Parker;2013;4,9;5;5;21
RoboCop;2014;5,5;5,62;5;147
Francesca... (Viva la vita!);2009;5,4;6;5;5
Du zhan;2012;7,3;7,5;7;42
Trance;2013;5,6;5,32;6;138
Rosamunde Pilcher: Wiedersehen in Rose Abbey;2009;5;;5;5
Mord in bester Gesellschaft: Der Tod der Sunde;2012;5;;5;3
Le moine;1972;5,3;6;5;3
Stealing Las Vegas;2012;3;;3;3
Aku no kyoten;2012;6,3;5,33;7;22
Dragon Crusaders;2011;2,8;;3;4
Cinderella III: A Twist in Time;2007;4,5;;5;6
The Amazing Colossal Man;1957;7;;7;4
The Devil's Rain;1975;5,2;;5;6
Archangel;2005;4,9;;5;9
Daddy's Little Girls;2007;5;5;5;3
Pingpong;2006;7,8;7,5;8;4
El Cortez;2006;3,8;;4;5
Ensemble, c'est tout;2007;6,4;7;6;19
London to Brighton;2006;6,3;8;5;4
Mega Python vs. Gatoroid;2011;1,9;2;2;13
Edge of Sanity;1989;2,9;3;3;8
Rosamunde Pilcher. Liebe am Horizont;2010;4,4;;4;5
Chikyu Boeigun;1957;5;5;5;3
La tumba de los muertos vivientes;1981;3,5;3;4;3
Guerreros;2002;6,5;6;7;4
Eyjafjallojokull;2013;5,1;5,25;5;50
Mr. Morgan's Last Love;2013;5,7;5;6;27
L!fe Happens;2011;3,7;;4;9
A Case of You;2013;5,2;5,33;5;23
The Call;2013;5,8;5,83;6;72
The Trials of Cate McCall;2013;4,8;4,67;5;27
The Smell of Success;2009;3,5;2;5;4
The Pumpkin Karver;2006;2;1,5;3;6
Cirque du Soleil: Worlds Away;2012;5,9;5;7;9
Io sono Tony Scott, ovvero come l'Italia fece fuori il piu grande clarinettista del jazz;2010;7,4;7,14;8;27
Liebe ohne Minze;2011;3,7;;4;3
La citta ideale;2012;6,4;6,94;6;64
Battle of the Year: The Dream Team;2013;4,9;5;5;6
Dieta mediterranea;2009;5,2;5,5;5;11
Rosabella: la storia italiana di Orson Welles;1993;6,1;6;6;6
42;2013;6,3;6,25;6;48
Blancanieves;2012;7;6,92;7;64
Paranoia;2013;5,1;5;5;63
Dean Spanley;2008;6,7;7;6;15
Invasor;2012;7,5;8;7;4
Kuf;2012;6,9;7,36;6;55
Kiss of the Damned;2012;5,1;5;5;17
Zen: Vendetta;2010;5,6;;6;5
La lupa mannara;1976;4,7;2,5;7;9
Beverly Hills Chihuahua 3: Viva La Fiesta!;2012;3,3;4;3;3
It! The Terror from Beyond Space;1958;5,2;4;6;8
Love at First Hiccup;2009;1,8;2;2;6
The Weight;2012;7,3;7,17;8;8
Il gemello;2012;6,7;7,14;6;10
Stories We Tell;2012;6,5;7,33;6;17
Djupio;2012;6,5;7;6;30
English Vinglish;2012;4,8;5;5;11
Frances Ha;2012;7,2;7,28;7;92
Inescapable;2012;3;;3;7
A Liar's Autobiography - The Untrue Story of Monty Python's Graham Chapman;2011;7,5;7;8;3
Love, Marilyn;2012;4,9;4,33;6;9
Much Ado About Nothing;2012;8;8;8;3
Stuck in Love;2012;4,9;4;6;26
Zaytoun;2012;5,9;6;6;5
Sinapupunan;2012;6,5;6,5;;4
Terramatta - Il Novecento italiano di Vincenzo Rabito analfabeta siciliano;2012;7,2;7,8;7;20
Le cose belle;2013;6,2;7;5;8
Lullaby to My Father;2012;5,4;6;5;7
Francesco De Gregori - Finestre rotte;2012;4,5;5;4;3
Gli intrepidi;2012;3,7;4;3;4
Iolanda, tra bimba e corsara;2012;5,7;5,5;6;8
Carmela, salvata dai filibustieri;2012;5;;5;4
Enzo Avitabile Music Life;2012;6,9;7;7;18
Bad 25;2012;6,1;6,25;6;9
La cinquieme saison;2012;6,9;7;7;49
Izmena;2012;7,1;7,2;7;15
Sfiorando il muro;2012;5,3;6;5;5
Anton tut ryadom;2012;7,3;8,5;6;10
Shokuzai;2012;6,7;7,33;6;6
El impenetrable;2012;6,3;7;6;7
Medici con l'Africa;2012;5,5;6;5;4
Wadjda;2012;7,5;7,5;8;157
Tango Libre;2012;6,2;6;6;15
Low Tide;2012;6,6;6,67;6;27
Kapringen;2012;7,5;7,8;7;14
Leones;2012;6,9;7;7;17
La strada per Fort Alamo;1964;4,2;3,5;5;23
Ja tozhe hochu;2012;7,5;7;8;5
La porta sul buio. Il vicino di casa;1973;5,3;5;6;20
Your Love Never Fails;2011;3,9;2;6;9
Guru;2007;7;7;7;9
Domani torno a casa;2008;7;6;8;3
Last Man Standing;2011;3,7;4;3;4
Ritornano quelli della calibro 38;1977;3,5;2;5;3
Monicelli - La versione di Mario;2012;6,8;6,5;7;18
Terror Train;1980;5,6;5;6;23
Pursuit to Algiers;1945;5,5;;6;4
The Adventures of Sherlock Holmes;1939;6,5;;7;10
Gli anni delle immagini perdute;2012;6,5;6,5;6;9
Harry Dean Stanton: Partly Fiction;2012;8;8;;3
Karumen kokyo ni kaeru;1951;7,5;8;7;3
Aftershock;2012;5;5,33;5;41
Jagal;2012;8,3;8,33;8;81
Pusher;2012;3,8;;4;9
Thale;2012;7,3;7,33;7;7
The Gatekeepers;2012;7,3;7,25;7;17
How to Make Money Selling Drugs;2012;6,4;6,5;6;16
Mea Maxima Culpa: Silence in the House of God;2012;7,6;7,2;8;19
Deadly Betrayal;2003;6;;6;3
La hija del engano;1951;5,9;5,5;6;7
The ABCs of Death;2012;5,5;5,63;5;40
Child's Play, Child's Play;2012;7;6;8;3
The Beast of Hollow Mountain;1956;4;;4;3
90 minutter;2012;7,3;8;7;3
Tornado Valley;2009;3,2;;3;5
Ring of Deceit;2009;6;;6;5
Murder Rooms: Mysteries of the Real Sherlock Holmes;2000;6,3;;6;4
Steel Trap;2007;2,9;2;4;5
Hitokiri;1969;9;;9;3
The Raven;1935;6,5;;7;4
Mystery Woman: Game Time;2005;4,4;;4;5
Les week-ends malefiques du Comte Zaroff;1976;4,7;;5;3
True Justice: Blood Alley;2012;4,5;;5;8
True Justice: Vengeance Is Mine;2012;4;;4;8
Wakusei daisenso;1977;6;6;6;4
Spaceways;1953;6,7;;7;3
Paranormal Activity 4;2012;3,6;3,67;4;41
Stanley Kubrick: A Life in Pictures;2001;6,8;6;8;30
La noche de los mil gatos;1972;4,8;;5;4
The Beast Must Die;1974;2,3;2;3;3
The Mind Benders;1963;5,5;4;7;6
The Monster That Challenged the World;1957;6,3;;6;3
The Werewolf;1956;6,5;8;5;4
Unknown Island;1948;4;;4;4
Territories;2010;5,7;6;5;4
Mutants;2009;5,3;6;5;3
Noroi;2005;6,6;6;7;16
The Giant Claw;1957;3,3;2;5;7
The Brain That Wouldn't Die;1962;4,9;5;5;6
Theatre of Death;1967;6,8;8;6;3
Wendigo;2001;5,3;5;6;8
First Man Into Space;1959;4,3;;4;4
4D Man;1959;5,2;4;6;6
Du hast es versprochen;2012;5,5;;6;10
Chasing 3000;2010;4,5;4;5;4
Tom and Jerry Meet Sherlock Holmes;2010;3,6;;4;5
Nitro Circus: The Movie;2012;4;;4;3
Sedia elettrica - Il making off di Io e te;2012;7,5;8;7;3
The Seasoning House;2012;5,7;5,5;6;29
Cockneys vs Zombies;2012;5,6;5,67;6;31
Blackbird;2012;7,6;8;7;6
Inch'Allah;2012;6,4;7,5;5;21
Still Mine;2012;6,7;7;6;13
The Tournament;2009;5;5,33;5;17
San Zimei;2012;7,7;7,8;8;17
Sennen no yuraku;2012;7,1;7,75;6;14
Pazze di me;2013;4,8;4,56;5;77
Murder Rooms: Mysteries of the Real Sherlock Holmes. Patient's Eyes;2001;5,8;;6;4
Pane e liberta;2009;5,1;4;6;12
Don Zeno. L' uomo di Nomadelfia;2008;5;3;7;4
Stitches;2012;6,8;7,67;6;20
Outpost: Black Sun;2012;5,3;4;7;3
The Thompsons;2012;4,2;4;4;11
Deddo sushi;2012;6,3;7,33;5;9
American Mary;2012;5,4;4,75;6;15
Chained;2012;5,1;4,4;6;39
Tower Block;2012;6,1;6,4;6;52
Dias de pesca;2012;7,3;7;8;4
Bejbi Blues;2012;7,3;6,5;8;3
Promocion fantasma;2012;6,7;7,17;6;40
Im Alleingang - Die Stunde der Krahen;2012;5;;5;3
What If...;2010;3,8;2;6;5
Beyond the Blackboard;2011;5,8;;6;6
Long Distance;2005;5,1;4;6;8
Mad Max: Fury Road;2015;7,6;7,45;8;512
The Wolverine;2013;5,9;6,11;6;171
What Richard Did;2012;6,5;6,83;6;18
Gozetleme Kulesi;2012;7,3;7,5;7;5
Otoko goroshi onna goroshi: hadaka no zyudan;1969;7,1;7;7;8
Second Chances;2010;3;2;4;7
Kraken: Tentacles of the Deep;2006;2,8;3;3;6
El Gringo;2012;6,4;8;5;30
O Palhaco;2011;7,5;8;7;3
6 Bullets;2012;6,3;8;5;18
Moving Target;2000;8;;8;3
Bao biao;1969;7,3;8;7;3
The Guilt Trip;2012;4,5;4;5;15
Papa Luciani. Il sorriso di Dio;2006;2,2;1,5;3;10
Quell'estate;2008;5,5;5;6;6
Dorobo no method;2012;6,8;;7;5
Do-Deuk-Deul;2012;5,3;6;5;11
7 Cajas;2012;7,3;7,67;7;5
To agori troei to fagito tou pouliou;2012;7,7;7,63;8;15
Call Girl;2012;5,9;6;6;20
Xue di zi;1975;8;;8;4
La via della prostituzione;1978;3,8;3,5;4;15
Julenatt i Blafjell;2009;4,8;4;6;3
Alata;2012;7,3;8;7;4
One Night with the King;2006;4,5;4;5;3
Bakhita;2009;2,7;1,5;4;7
Per una notte d'amore;2008;4;3;5;4
Ben Hur;2010;2,7;2;3;4
Inga Lindstrom. Zwei Arzte und die Liebe;2010;2,9;2;4;9
Il generale Dalla Chiesa;2007;5,5;4,5;7;14
Shadow of Fear;2012;5,2;;5;13
Rosamunde Pilcher: Wohin du auch gehst;2010;2,3;;2;3
The Boys from County Clare;2003;5,4;5;6;9
Shah-re ziba;2004;8,5;8;9;3
The Congress;2013;5,5;5,33;6;78
Murders in the Rue Morgue;1932;6,5;6,5;7;10
Silent Night, Deadly Night;1984;6,4;;6;13
Ma Yong Zhen;1972;7,3;6;9;3
Shotgun Stories;2007;7,6;8;7;22
Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles;1975;9;9,4;9;28
La prima Angelica;1974;8,3;8,5;8;4
Batman: Under the Red Hood;2010;6,7;6,5;7;8
Annihilation Earth;2009;2,6;;3;9
Un balcon sur la mer;2010;5,6;6;5;13
A.A.A. Massaggiatrice bella presenza offresi...;1972;3;2;4;12
Su Qi-Er;2010;6,4;8;5;21
Playdate;2012;4,8;;5;9
Goldrake addio;1980;7,3;5;10;18
Grip of the Strangler;1958;6,3;6;7;4
William & Catherine: A Royal Romance;2011;2,8;;3;4
Crociera Vianello;2008;4,3;3;6;5
Professione fantasma: fantasma per caso;1997;3,3;4,5;2;7
Murder Rooms: Mysteries of the Real Sherlock Holmes - The Kingdom of Bones;2001;6,3;;6;3
Murder Rooms: Mysteries of the Real Sherlock Holmes - The Photographer's Chair;2001;5,8;;6;5
Les seigneurs;2012;4,9;4,5;5;38
Masquerade;2012;6,8;7;7;27
Tom and Jerry & The Wizard of Oz;2011;4,3;4;5;3
About Face: Supermodels Then and Now;2012;5,5;7;4;5
Night of the Living Dead 3D;2006;3;2;4;12
Nymfomanen;2013;7;7,03;7;289
Avant l'hiver;2013;7;6,5;8;4
The Counselor;2013;6;6,26;6;270
Jack Ryan: Shadow Recruit;2014;5,8;6,17;5;77
Lee Daniels' The Butler;2013;5,5;5,12;6;138
Padre Pio;2000;3,6;2;5;26
The House Next Door;2002;4,3;;4;6
Die Hinrichtung;1976;4,8;4,5;5;5
Au bout du conte;2013;5,9;7;5;27
Amazonia;2013;6,9;7;7;11
Le temps de l'aventure;2013;5;8;2;3
The Expatriate;2012;5,1;4,8;5;57
Radio Rebel;2012;4,7;;5;11
Murder Rooms: Mysteries of the Real Sherlock Holmes - The White Knight Stratagem;2001;6;;6;4
Brother Bear 2;2006;4,5;;5;4
Rhubarb;1951;5,7;5;6;4
Shell;2012;7,2;7,75;7;18
Mi rifaccio vivo;2013;5,2;5,42;5;67
Malavita;2013;5,9;5,8;6;189
Identity Thief;2013;4,4;4,33;5;49
Safe Haven;2013;4,8;4;6;28
Una famiglia perfetta;2012;6,3;6,55;6;108
Vinodentro;2013;5,3;5,5;5;9
Colpi di fulmine;2012;3,8;3,56;4;59
Aspirante vedovo;2013;3,4;3,33;3;118
Mai Stati Uniti;2013;3,8;4;4;92
Love and Honor;2012;4,9;;5;9
A Long Way Down;2014;4,6;4,27;5;73
The Disappearance of Eleanor Rigby: Hers;2013;6,9;7,33;6;45
The Disappearance of Eleanor Rigby: His;2013;6,8;7;7;34
Stranded;2012;2,9;;3;7
uwantme2killhim?;2013;7,5;8;7;3
Dark Resurrection Volume 0;2011;5,7;;6;3
La rieducazione ;2006;8;;8;3
Cirkin dunya;1974;4;;4;3
Marina;2013;6,2;6,17;6;47
Dino Time;2012;6;7;5;10
Mandela: Long Walk to Freedom;2013;6,2;7;5;21
Carlo!;2012;7;7,25;7;25
Don Jon;2013;5,4;5,12;6;159
True Justice: Violence of Action;2012;4,4;;4;9
True Justice: Angel of Death;2012;4,2;;4;6
True Justice: Dead Drop;2012;3,6;;4;10
How to Fall in Love;2012;5;;5;9
The Girl;2012;5,5;5;6;13
Dimmi che destino avro;2012;6,2;6,8;6;12
Natale a 4 zampe;2012;3,5;4;3;17
Saving Mr. Banks;2013;7;7,24;7;205
One in the Chamber;2012;6;8;4;13
Pain and Gain;2013;4,7;4,83;5;111
Grace of Monaco;2014;4,6;4,5;5;63
Scary Movie 5;2013;3,5;3,83;3;58
Crossfire Hurricane;2012;5,5;5,75;5;13
The Pervert's Guide to Ideology;2012;6,9;7;7;21
O som ao redor;2012;7,3;7,6;7;12
Centro Historico;2012;6,6;6,6;7;13
Triassic Attack;2010;2;;2;6
Hong quan yu yong chun;1974;7,3;6;9;3
Led Zeppelin: Celebration Day;2012;6,4;6;7;14
Tra cinque minuti in scena;2012;6,6;7,67;6;12
Il venditore di medicine;2013;6,4;6,27;7;72
Das Leben ist nichts fur Feiglinge;2012;7;7;;4
Oh Boy;2012;7,2;7,14;7;53
The Smurfs 2;2013;5,2;5,67;5;32
ExTerminators;2009;5,3;5;6;30
A Most Wanted Man;2014;6,9;7,13;7;177
Fairfield Road;2010;4,4;;4;5
Marple: The Pale Horse;2010;5,2;;5;9
Akai tenshi;1966;8,5;;9;4
L'ultima ruota del carro;2013;5,6;5,37;6;77
Meitantei Conan: Hitomi no naka no ansatsusha;2000;6,7;;7;3
White House Down;2013;5,2;5,42;5;102
Ljudozder vegetarijanac;2012;7,4;7,33;8;5
Gotti;1996;5,2;;5;9
Tellement proches;2009;4,7;3,8;6;30
Rosamunde Pilcher Collection. Flugel der Liebe;2010;5,3;;5;3
Come il vento;2013;6,1;6,1;6;44
Pervye na Lune;2005;7;7;7;15
Blokada;2005;6,5;6;7;4
Mais qui a retue Pamela Rose?;2012;4,6;5,5;4;10
Parfums d'Alger;2012;6,4;8;5;5
Ali ha gli occhi azzurri;2012;6,4;6,45;6;52
The Wolf of Wall Street;2013;7,6;7,67;8;632
Una piccola impresa meridionale;2013;5,8;6;6;86
Lake Placid: The Final Chapter;2012;4;5;3;3
Barricade;2012;3,9;4;4;8
Liz & Dick;2012;4,6;4;5;7
Doomsday Book;2012;6,3;5,5;7;5
The Hunger Games: Catching Fire;2013;5,8;5,61;6;234
Get to Know Your Rabbit;1972;5,9;6;6;9
Troll;1986;4,2;4;4;4
Troll 2;1990;2,7;2,5;3;13
Legends of Oz: Dorothy's Return;2014;3,7;4;3;10
Aurora;2012;6,9;7,43;6;20
Universal Soldier: Day of Reckoning;2012;5,9;6,25;6;31
For No Good Reason;2012;6,8;6,5;7;3
The Summit;2012;6,4;;6;14
Edge of Tomorrow;2014;6,8;6,75;7;322
The Two Faces of January;2014;5,5;5,6;5;107
Inside Llewyn Davis;2013;7,2;7,31;7;299
Heruta sukeruta;2012;5,3;;5;4
Smrt coveka na Balkanu;2012;7,1;6,67;8;7
La Napoli di Marotta;1966;6;;6;3
Buongiorno papa;2013;5,3;4,92;6;80
El cuerpo;2012;7,2;7;7;35
Citadel;2012;6,3;7,25;5;8
Good Vibrations;2012;6,8;6;8;5
Wake in Fright;1971;8;8;8;25
Puhdistus;2012;7,8;8;8;5
Enrico Mattei. L'uomo che guardava il futuro;2009;4,3;3;6;15
Moskva;2000;5,3;5;6;7
La cueva;2014;7;8;6;13
The Last Will and Testament of Rosalind Leigh;2012;5,6;6;5;5
When the Lights Went Out;2012;5,7;6;5;4
Philomena;2013;6,7;6,59;7;203
Muhammad Ali's Greatest Fight;2013;6,1;6;6;7
Incontri 1969 - Massimo Campigli nel labirinto dell'anima;1969;5,3;;5;3
Meitantei Conan: 14 banme no target;1998;6,5;;7;4
Third Person;2013;4,3;4;5;60
Panelkapcsolat;1981;7,2;7,44;7;34
Giuliano Montaldo. Quattro volte vent'anni;2012;4,9;6,33;4;5
Niente puo fermarci;2013;3,6;3,5;4;35
Vitriol;2012;5,3;6;5;9
Hon zin;2012;6,4;7;6;22
Kaien Hoteru buru;2012;7,3;8,33;6;14
Modus Anomali;2012;7;7,2;7;21
Blood Out;2011;3,8;4;4;12
[REC] 4 - Apocalipsis;2014;4,8;5;5;28
Historia de la meva mort;2013;7,5;7,67;7;21
Kerd ma lui;2004;3,9;;4;7
August: Osage County;2013;6,7;6,7;7;147
Xenia;2014;6;6;6;14
Saint Laurent;2014;7,2;7,17;7;20
The Motel Life;2012;5,3;6,67;4;7
La belle & la bete;2014;4,9;4,9;5;77
Tange Sazen yowa: Hyakuman ryo no tsubo;1935;8;;8;3
Bekas;2012;5,9;6,5;5;17
Nottetempo;2014;5,4;5,6;5;19
Hold Your Breath;2012;3,2;2;4;14
Yip Man chinchyun;2010;5,7;6;5;28
Barfi!;2012;8,1;8;8;8
Hammer of the Gods;2013;4,1;;4;19
Het Meisje en de Dood;2012;6,8;8;6;3
Calvary;2013;6,7;6,74;7;94
Casse-tete chinois;2013;5,3;5,8;5;19
The Canyons;2013;6,3;7,13;5;173
The Black Cat;1934;6,1;5;7;25
Una pistola en cada mano;2012;8;;8;3
Marfa Girl;2012;6;5,25;7;9
Vecnoe Vozvrascenie;2012;5,4;;5;5
Bloody Daughter;2012;6,2;;6;6
Pinuccio Lovero Yes I Can;2012;6;7;5;5
Steekspel;2012;5,5;;6;4
W.R. - Misterije organizma;1971;6;6;6;5
Die Jagd nach dem Bernsteinzimmer;2012;4,5;;5;4
Grand Theft Parsons;2003;4,8;4;6;7
C'era una volta la citta dei matti...;2010;5,6;4;7;6
Grave Encounters 2;2012;3,4;3,67;3;34
Smiley;2012;4;5,33;3;46
Potseluy Meri Pikford;1927;6,2;6;6;4
Thor: The Dark World;2013;5,7;5,82;6;208
BB King: The Life of Riley;2012;6,3;7,5;5;9
Il fiume, a ritroso;2012;5,9;6;6;8
Ebrei a Roma;2012;6;5;7;3
About Time;2013;7,1;7,24;7;172
Evil Dead;2013;5,8;6,15;5;119
Bestialita;1976;3,7;3,33;4;5
Koruto wa ore no pasupooto;1967;7,3;8;7;11
Sono gososha wo nerae: 'Jusango taihisen' yori;1960;6,6;6,5;7;8
Kick-Ass 2;2013;6,6;6,84;6;148
So Undercover;2012;3,6;4;3;31
Orgy of the Dead;1965;2,5;2;3;3
The Sign of Four;1987;5;4;6;3
Star Trek Into Darkness;2013;6,4;6,44;6;193
Fast & Furious 6;2013;5,1;5,29;5;120
Universitari;2013;3,3;3;4;29
Rosamunde Pilcher: Herzensfragen;2011;2,5;2;3;3
A Haunted House;2013;3,3;3;4;47
Lightbulb;2009;4,8;4;6;4
Bez wstydu;2012;7,3;7,33;;3
Green Lantern: Emerald Knights;2011;4,8;3,5;6;3
Liv & Ingmar;2012;7,3;7;8;8
Dead Man's Burden;2012;7,3;7;8;4
Mizu no nai puuru;1982;6,2;6;6;14
Sei no horo;1967;7,8;8;8;7
Segura magura: shinitai onna;1970;7,1;8;6;10
Rita da Cascia;2004;3;3;3;11
Dementia;1955;8,3;9;8;14
Zombie Nation;2004;1,7;;2;3
Kaitei daisenso;1966;3,5;3;4;3
Rituals;1977;5,7;;6;3
Messiah of Evil;1973;5,6;6;5;8
Werewolf: The Beast Among Us;2012;6,1;8;4;16
Oldboy;2013;5,6;5,69;6;137
Copito de nieve;2011;5,5;6;5;14
Rommel;2012;6,7;7;6;28
Mundo Invisivel;2012;6,5;5;8;3
Le grand cahier;2013;6,5;6,5;7;34
Still Life;2013;7,5;7,33;8;249
Paganini: Der Teufelsgeiger;2013;4,4;4;5;16
The Happy Prince;2018;6,5;6,71;6;36
Combustion;2013;5,6;7;4;10
Septimo;2013;5,7;6;5;44
Las brujas de Zugarramurdi;2013;6,5;6,43;7;130
The Sheik;1921;6,1;5;7;6
Crash!;1977;3,8;4;4;3
Era Sam Wallash... lo chiamavano 'Cosi Sia';1971;3,8;2;6;3
Die kleine Lady;2012;3,1;;3;7
Rosamunde Pilcher: Lords lugen nicht;2010;2,5;;3;4
Black Star - Nati sotto una stella nera;2012;4,1;4;4;6
The Beatles: fifty fabulous years;2010;6,2;6;6;7
Il viaggio della signorina Vila;2012;5,7;6;5;5
Certain Prey;2011;4,8;;5;5
Bells of Europe;2010;4,3;4;5;3
The Room;2006;2,7;2;3;4
The Dog Who Saved Halloween;2011;2,3;2;3;4
Hitched for the Holidays;2012;4,5;;5;4
Terrados;2011;7,5;8;7;4
Shade and Light;2014;7,5;7,43;8;152
Sabotage;2014;4;3,4;5;39
Se chiudo gli occhi non sono piu qui;2013;5,5;6;5;22
Ashura-jo no hitomi;2005;6,3;7;6;4
Zipi y Zape y el club de la canica;2013;6,5;8;5;3
12 Dates of Christmas;2011;5,2;;5;9
Desperately Seeking Santa;2011;3,4;;3;5
We Are What We Are;2013;6,5;6,89;6;69
Beobachtungen zu einer neuen Sprache;1978;6,4;5,5;7;17
Filmstunde;1991;6,9;7;7;6
The Vanguard;2008;2,5;2;3;3
Sant'Agostino;2010;4,7;;5;6
Ranko;1967;7,1;7;7;9
Olympus Has Fallen;2013;4,9;5;5;143
Un matrimonio;2012;6,1;4,5;8;10
Red 2;2013;6;6,19;6;116
The Six Wives of Henry Lefay;2009;3,3;2;5;3
Tsuma yo bara no yo ni;1935;7,5;6;9;3
Make-Out with Violence;2008;4,8;;5;5
Doomsday Prophecy;2011;2,2;2;2;25
Aussie and Ted's Great Adventure;2009;6,7;;7;3
Tom and Jerry & The Wizard of Oz;2011;4,5;;5;4
Mondo cannibale;1980;4,2;5;3;4
The Cursed;2010;4,3;;4;6
Attila Marcel;2013;6,2;6;6;4
Very Good Girls;2013;4,8;4,67;5;13
3096 Tage;2013;6,1;6,75;6;6
The Mortal Instruments: City of Bones;2013;4,6;5;4;65
Abus de Faiblesse;2013;5,3;5,5;5;3
Before Midnight;2013;6,5;6,5;6;124
13 Sins;2014;5;4,75;5;53
The Selfish Giant;2013;7,4;7,8;7;30
A Field in England;2013;6,8;7,43;6;65
The Stranger Inside;2012;4;4;4;12
Tracks;2013;6,1;6,5;6;67
Only Lovers Left Alive;2013;7,3;7,47;7;236
Dom Hemingway;2013;5;4,5;5;42
Getaway;2013;3,9;4;4;26
As Cool as I Am;2013;4,5;6;3;3
La Strategie de la poussette;2012;2,8;;3;4
I Give It a Year;2013;6,6;7,5;6;13
The Lego Movie;2014;7,1;7,5;7;162
La vie d'Adele (Chapitre 1 & 2);2013;7,2;7,06;7;341
Giraffada;2013;6,3;6,33;6;8
The House That Would Not Die;1970;5,3;5;6;5
Fingerprints;2006;3,4;2;5;8
Visitors;2003;3,6;2;5;5
Rosamunde Pilcher: Sonntagskinder;2011;2,8;;3;4
Una bella vacanza. Buon compleanno Dino Risi;2006;6,7;6,33;7;7
La buona battaglia. Don Pietro Pappagallo;2006;3,3;3;4;10
The Cycle;2009;3,5;;4;4
The Fifth Patient;2007;3,3;;3;3
Tol'able David;1921;8,6;10;7;6
It;1927;7,3;7;8;7
Outside the Law;1930;7,5;7;8;4
Peter Pan;1924;8,2;8;8;4
Starship Troopers 3: Marauder;2008;3;;3;6
Kyuketsuki Gokemidoro;1968;5,5;;6;4
L'occhio dietro la parete;1977;4,2;4;4;13
Il prato macchiato di rosso;1973;4,4;3;6;8
Il diavolo a sette facce;1971;4,6;3,67;6;9
The firm ;1988;7,7;;8;7
Varazslat - Queen Budapesten;1987;8,3;8;9;10
One Life;2012;7,4;6,5;8;25
Escape from Planet Earth;2013;4,8;5;5;10
Anija (La nave);2012;7;7;7;14
Patrick;2013;5,2;6;4;9
Belle;2013;6;5,17;7;44
Mademoiselle C;2013;4,8;5;5;3
Yi Wu Si Er;2012;8,8;9,5;8;3
A Dark Truth;2012;5,2;5;5;20
Mobius;2013;6,5;7,17;6;45
Un prince (presque) charmant;2013;3;;3;4
11,6;2013;6,5;6,71;6;31
Jimmy P. (Psychotherapie d'un indien des plaines);2013;6;6;6;39
Une promesse;2013;5,6;5,71;6;43
The Mistle-Tones;2012;5,5;;6;4
Hansel & Gretel Get Baked;2012;4,9;5,5;4;41
Last Vegas;2013;4,6;4,4;5;78
The 12 Disasters of Christmas;2012;3;;3;10
The Hot Flashes;2013;4,4;;4;9
The Liability;2012;5,5;5,6;5;30
Noi non siamo come James Bond;2012;6,7;7,78;6;24
Pavilion;2012;5,5;5;6;3
Smettere di fumare fumando;2012;7;6,67;7;6
Su Re;2012;6,9;7,22;7;28
Sun Don't Shine;2012;5,3;4,75;6;8
L'etoile du jour;2012;5,5;7;4;3
L'ultimo pastore;2012;7,9;7,6;8;32
Casa dolce casa;2012;4,6;6;3;5
Elephant White;2011;5,5;6,67;4;30
Tape 407;2012;3,7;4;3;27
O Ultimo Mergulho;1992;8;7;9;4
La mano che nutre la morte;1974;4;3;5;4
Sangraal, la spada di fuoco;1982;2;2;2;4
Ca commence par la fin;2010;3,8;4;4;7
Poirot: The Clocks;2011;7,8;;8;5
The Zero Theorem;2013;5,9;5,1;7;107
Jeremiah;1998;5;4;6;7
Chang: A Drama of the Wilderness;1927;7,8;8;8;3
Concerto per attore solo;1984;5,8;5,5;6;5
Lenin v oktyabre;1937;7;6;8;4
Behinderte Zukunft?;1971;6,4;6;7;12
Meskada;2010;3,6;4;3;6
Succubus: Hell-Bent;2007;4,5;2;7;3
A Cara que Mereces;2004;7;7;7;3
12 12 12;2013;2;2;2;4
Age Is...;2012;7,5;8;7;7
The Last Exorcism: Part II;2013;4,2;4,2;4;31
The Big Night;1951;6,6;6,5;7;17
Europa Report;2013;6,6;6,13;7;40
Le amanti del mostro;1974;3,4;3,33;3;10
Enigma rosso;1978;4,5;4,5;5;6
