MOVIE_TITLE;RELEASE_YEAR;TOMATOMETER_STATUS;RATING_TOMATOMETER;RATING_AUDIENCE;FRESH_CRITICS_COUNT;ROTTEN_CRITICS_COUNT;CRITICS_COUNT;TOP_CRITICS_COUNT
Delicatessen;1992;Certified-Fresh;89;91;49;6;55;12
Delirious;1991;Rotten;44;39;4;5;9;1
Delirium;2018;Rotten;0;39;0;5;5;3
Deliver Us From Eva;2003;Rotten;44;76;36;46;82;29
Deliver Us from Evil;2006;Certified-Fresh;100;89;72;0;72;28
Deliver Us from Evil;2014;Rotten;29;42;38;95;133;34
Deliverance;1972;Certified-Fresh;89;82;56;7;63;6
Delivery Man;2013;Rotten;39;47;58;89;147;38
Delivery: The Beast Within;2014;Fresh;71;30;5;2;7;1
De-Lovely;2004;Rotten;48;66;75;81;156;41
Delta Farce;2007;Rotten;5;38;2;42;44;13
The Delta Force;1986;Rotten;18;49;2;9;11;2
Delta Force 2: The Colombian Connection;;Rotten;11;40;1;8;9;2
Delta of Venus;1995;Rotten;0;50;0;5;5;0
Dementia 13;1963;Fresh;63;35;15;9;24;3
Demetrius and the Gladiators;1954;Fresh;83;64;5;1;6;0
Demolition;2016;Rotten;53;54;108;96;204;42
Demolition Man;1993;Fresh;60;66;26;17;43;11
Demon;2016;Certified-Fresh;92;56;65;6;71;17
Demon House;2018;Rotten;50;62;6;6;12;3
Demon Seed;1977;Rotten;55;46;12;10;22;2
Demonlover;2003;Rotten;50;40;40;40;80;26
Demons 2: The Nightmare Returns;1987;Fresh;60;44;6;4;10;0
Den of Thieves;2018;Rotten;41;62;56;79;135;22
Denial;2016;Certified-Fresh;82;71;135;29;164;41
Denise Ho: Becoming the Song;2020;Fresh;90;;9;1;10;4
Dennis the Menace;1993;Rotten;27;38;7;19;26;9
The Dentist 2: Brace Yourself;1998;Rotten;0;24;0;0;5;0
The Departed;2006;Certified-Fresh;91;94;254;26;280;60
Depraved;2019;Certified-Fresh;84;46;47;9;56;8
The Circle;2014;Fresh;100;78;23;0;23;11
Der Samurai;1900;Fresh;100;52;9;0;9;0
Derailed;2005;Rotten;21;58;26;99;125;36
Derailroaded;2005;Fresh;82;83;9;2;11;4
Derrida;2002;Fresh;82;58;28;6;34;13
Dersu Uzala;1975;Fresh;73;94;11;4;15;2
Descendants 2;1900;Fresh;71;70;5;2;7;3
The Descent;2006;Certified-Fresh;85;76;153;26;179;37
Desert Bayou;2007;Fresh;78;59;18;5;23;11
Desert Blue;1999;Rotten;37;47;7;12;19;5
Desert Dancer;2015;Rotten;33;62;14;29;43;16
The Desert Fox;1951;Fresh;71;62;5;2;7;0
Desert Hearts;1986;Fresh;95;76;21;1;22;4
The Desert Rats;1953;Fresh;83;70;5;1;6;0
Desert Saints;2002;Rotten;29;54;2;5;7;1
Desierto;2016;Fresh;63;47;57;34;91;19
Designing Woman;1957;Fresh;82;69;9;2;11;1
Desk Set;1957;Fresh;100;83;23;0;23;5
Desperate Acts Of Magic;2013;Fresh;60;70;6;4;10;4
Desperate Living;1977;Fresh;70;80;7;3;10;0
Desperate Measures;1997;Rotten;19;37;6;25;31;7
Desperately Seeking Susan;1985;Fresh;83;62;25;5;30;8
Despicable Me 2;2013;Certified-Fresh;75;85;139;46;185;43
Despicable Me 3;2017;Rotten;58;53;112;80;192;33
Despite The Falling Snow;2017;Rotten;9;44;2;20;22;10
Destination Tokyo;1943;Fresh;80;65;4;1;5;0
Destination Wedding;2018;Rotten;51;58;44;42;86;25
Destiny (Der mude Tod);1924;Fresh;90;88;19;2;21;4
Destiny Turns on the Radio;1995;Rotten;17;21;3;15;18;4
Destroy All Monsters;1969;Fresh;75;68;6;2;8;1
Destroyer;2018;Certified-Fresh;73;50;195;71;265;46
Destry Rides Again;1939;Fresh;96;82;24;1;25;3
Detachment;2012;Rotten;57;74;41;31;72;25
The Detective;1968;Fresh;100;46;8;0;8;1
Detective Dee and the Mystery of the Phantom Flame;2011;Certified-Fresh;80;62;44;11;55;24
Detective Story;1951;Fresh;75;72;9;3;12;1
Detention;2012;Rotten;41;46;18;26;44;15
Detention Of The Dead;2013;Rotten;57;24;4;3;7;1
Deterrence;2000;Rotten;46;59;18;21;39;11
Detour;1945;Fresh;100;78;29;0;29;5
Detour;2017;Fresh;65;42;20;11;31;7
Detroit;2017;Certified-Fresh;82;79;246;54;300;51
Detroit 9000;1998;Rotten;25;49;2;6;8;3
Detroit Rock City;1999;Rotten;48;82;19;21;40;6
Detropia;2012;Certified-Fresh;86;63;36;6;42;20
Deuce Bigalow: Male Gigolo;1999;Rotten;22;42;17;59;76;20
Deuce Bigalow: European Gigolo;2005;Rotten;9;33;9;91;100;27
Deuces Wild;2002;Rotten;3;51;2;73;75;23
Devil;2010;Rotten;50;43;49;49;98;13
The Devil and Max Devlin;1900;Rotten;18;25;2;9;11;2
The Devil and Miss Jones;1941;Fresh;100;81;8;0;8;0
The Devil Came on Horseback;2007;Certified-Fresh;96;90;52;2;54;18
Devil in a Blue Dress;1995;Certified-Fresh;88;70;52;7;59;17
The Devil's Advocate;1997;Fresh;63;80;35;21;56;15
The Devil's Backbone (El Espinazo del diablo);2001;Certified-Fresh;92;89;110;9;119;33
The Devil's Brigade;1968;Fresh;60;69;3;2;5;1
The Devil's Chair ;1900;Fresh;60;33;3;2;5;1
Devil's Due;2014;Rotten;18;21;10;46;56;14
Devil's Gate;2018;Rotten;38;24;6;10;16;4
Devil's Knot;2014;Rotten;24;39;24;75;98;30
Devils on the Doorstep (Guizi lai le);2002;Fresh;91;95;10;1;11;4
The Devil's Own;1997;Rotten;35;41;14;26;40;10
The Devil's Rejects;2005;Rotten;54;78;75;63;138;32
The Dhamma Brothers;2008;Fresh;83;78;19;4;23;10
Dheepan;2016;Certified-Fresh;87;82;109;16;125;38
Mumbai Diaries;2011;Fresh;65;70;17;9;26;12
Dhoom: 2;2006;Fresh;92;77;11;1;12;3
Diablo;2016;Rotten;19;27;4;17;21;4
Dial A Prayer;2015;Fresh;71;39;5;2;7;1
Dial M for Murder;1954;Certified-Fresh;89;92;42;5;47;11
Diamonds Are Forever;1971;Fresh;64;58;32;18;50;8
Diana;2013;Rotten;8;25;8;98;106;39
Diana Kennedy: Nothing Fancy;2020;Fresh;100;;33;0;33;8
Diana Vreeland: The Eye Has To Travel;2012;Certified-Fresh;94;79;67;4;71;34
Diane;2019;Certified-Fresh;93;70;87;7;94;25
Diane;2018;Fresh;88;46;7;1;8;3
Diary of the Dead;2007;Fresh;62;41;80;50;130;35
Diary of a Chambermaid (Le journal d'une femme de chambre);1965;Fresh;87;83;20;3;23;2
Diary of a Lost Girl (Tagebuch einer Verlorenen);1900;Fresh;100;88;8;0;8;1
Diary of a Mad Black Woman;2005;Rotten;16;87;18;97;115;32
Diary of a Wimpy Kid;2010;Rotten;54;49;57;49;106;35
Diary of a Wimpy Kid 2: Rodrick Rules;2011;Rotten;47;61;47;53;100;33
Diary of a Wimpy Kid: Dog Days;2012;Rotten;52;63;39;36;75;26
Diary Of A Wimpy Kid: The Long Haul;2017;Rotten;18;32;13;59;72;24
The Diary of Anne Frank;1959;Fresh;79;77;15;4;19;3
The Diary of Ellen Rimbauer;2003;Rotten;17;50;1;5;6;3
Dickie Roberts: Former Child Star;2003;Rotten;22;46;27;94;121;36
Die Another Day;2002;Rotten;57;41;125;96;221;48
Die! Die! My Darling!;1965;Rotten;50;58;5;5;10;2
Die Falschung (Circle of Deceit);1981;Fresh;100;71;7;0;7;3
Die Hard;1988;Certified-Fresh;94;94;72;5;77;17
Die Hard 2;;Fresh;69;70;44;20;64;17
Die Hard: With a Vengeance;1995;Rotten;59;83;43;30;73;18
Die, Monster, Die!;1965;Fresh;71;40;5;2;7;0
Die Wand (The Wall);2013;Certified-Fresh;78;71;31;9;40;16
Dig!;2004;Certified-Fresh;89;90;67;8;75;28
Dig Two Graves;2017;Fresh;71;39;20;8;28;10
Diggers;2007;Fresh;70;57;39;17;56;21
Digging For Fire;2015;Fresh;66;41;44;24;67;24
Digging to China;1998;Rotten;43;73;3;4;7;1
Digging Up the Marrow;2015;Fresh;60;41;12;8;20;3
Diggstown;1992;Fresh;60;77;9;6;15;1
Dil Bole Hadippa! (My Heart Goes Hooray!);2009;Fresh;63;56;5;3;8;2
Dilili in Paris (Dilili a Paris);2019;Fresh;61;48;14;9;23;4
Dim Sum: A Little Bit of Heart;1985;Fresh;88;52;7;1;8;2
Dim Sum Funeral;2008;Rotten;0;36;0;5;5;1
Diminished Capacity;2008;Rotten;35;37;11;20;31;15
Diner;1982;Certified-Fresh;93;78;37;3;40;10
Dinner for Schmucks;2010;Rotten;42;42;79;111;190;46
The Dinner Game;1999;Fresh;74;90;34;12;46;13
Dinner with Friends;2001;Fresh;90;47;9;1;10;3
Dinosaur 13;2014;Fresh;73;76;36;13;49;20
Dinosaurs Alive! 3D;2007;Fresh;75;36;6;2;8;2
Dinosaurs: Giants of Patagonia;2007;Fresh;100;52;7;0;7;3
Dinotasia;2012;Rotten;25;46;2;6;8;4
Dior and I;2015;Certified-Fresh;84;76;61;12;73;26
Diplomacy;2014;Certified-Fresh;94;81;47;3;50;20
Dirt Music;1900;Rotten;29;55;12;29;41;8
Dirty Dancing;1987;Fresh;68;90;47;22;69;15
Dirty Dancing;1900;Rotten;19;16;4;17;21;12
Dirty Dancing: Havana Nights;2004;Rotten;23;73;25;83;108;37
The Dirty Dozen;1967;Certified-Fresh;85;90;34;6;40;9
Dirty Girl;2011;Rotten;33;53;13;27;40;19
Dirty Grandpa;2016;Rotten;11;44;15;121;135;22
Dirty Harry;1971;Certified-Fresh;89;90;41;5;46;6
Dirty Love;2005;Rotten;6;68;2;29;31;11
Dirty Mary Crazy Larry;1974;Rotten;47;68;8;9;17;3
Dirty Pretty Things;2003;Certified-Fresh;94;82;134;8;142;44
Dirty Rotten Scoundrels;1988;Fresh;89;84;33;4;37;7
A Dirty Shame;2004;Rotten;53;51;62;55;117;34
Dirty Wars;2013;Certified-Fresh;85;74;60;11;71;26
Disappearance at Clifton Hill;2020;Fresh;73;44;32;12;44;8
The Disappearance of Alice Creed;2010;Certified-Fresh;81;67;79;19;98;30
The Disappearance of Garcia Lorca;1900;Rotten;29;58;2;5;7;2
Disappearances;2007;Rotten;52;44;11;10;21;13
Disappearing Acts;2000;Fresh;60;85;3;2;5;3
Disaster Movie;2008;Rotten;1;21;1;73;74;19
Disclosure;1994;Rotten;59;41;36;25;61;19
Disco Pigs;2003;Rotten;20;75;1;4;5;1
Disco Godfather;1979;Fresh;83;50;5;1;6;0
Disconnect;2013;Fresh;70;75;55;24;79;29
Discreet;2018;Fresh;78;33;7;2;9;4
The Discreet Charm Of The Bourgeoisie (Le Charme Discret de la Bourgeoisie);1972;Certified-Fresh;98;89;51;1;52;15
The Disenchanted;;Fresh;100;44;6;0;6;0
Disgrace;2008;Certified-Fresh;83;62;50;10;60;23
The Dish;2001;Certified-Fresh;96;81;95;4;99;29
Disneynature Bears;2014;Certified-Fresh;90;78;53;6;59;21
Disneynature Chimpanzee;2012;Certified-Fresh;76;75;74;24;98;31
Disneynature Crimson Wing;2008;Fresh;75;74;15;5;20;4
Disneynature Earth;2009;Certified-Fresh;86;82;81;13;94;28
Disneynature Monkey Kingdom;2015;Certified-Fresh;93;76;51;4;55;21
Disneynature Oceans;2010;Certified-Fresh;81;75;64;15;79;26
Aladdin;1992;Certified-Fresh;95;92;71;4;75;18
Disobedience;2018;Certified-Fresh;84;75;171;33;204;41
Disorder (Maryland);2016;Certified-Fresh;72;52;57;22;79;19
The Disorderly Orderly;1964;Fresh;60;68;3;2;5;0
Disorganized Crime;1989;Rotten;50;57;3;3;6;0
Distorted;2018;Rotten;18;82;2;9;11;1
Banlieue 13 - Ultimatum (District 13: Ultimatum);2009;Certified-Fresh;74;55;55;19;74;24
District 9;2009;Certified-Fresh;90;82;280;32;312;56
District B13 (Banlieue 13);2006;Certified-Fresh;80;78;93;23;116;34
Disturbia;2007;Fresh;69;77;121;54;175;48
Disturbing Behavior;1998;Rotten;34;39;13;25;38;8
Disturbing The Peace;2016;Fresh;100;69;13;0;13;5
Disturbing the Peace;2020;;;;4;16;;4
William Kunstler: Disturbing the Universe;2009;Fresh;79;78;22;6;28;12
Divergent;2014;Rotten;41;69;96;138;234;52
Divide and Conquer: The Story of Roger Ailes;2018;Certified-Fresh;90;76;46;5;51;17
Divided We Fall;2001;Certified-Fresh;90;91;56;6;62;24
Divine Secrets of the Ya-Ya Sisterhood;2002;Rotten;45;65;65;81;146;38
Divines;2016;Fresh;84;74;16;3;19;6
Divorce American Style;1967;Fresh;100;56;7;0;7;1
The Divorcee;1930;Fresh;75;63;6;2;8;0
Dixie Chicks - Shut Up and Sing;2006;Certified-Fresh;89;86;110;14;124;47
Dixieland;2015;Rotten;10;40;1;9;10;7
Django;1966;Fresh;92;84;12;1;13;1
Django;2018;Rotten;58;79;14;10;24;10
Django Unchained;2012;Certified-Fresh;87;91;250;38;288;55
Do I Sound Gay?;2015;Certified-Fresh;81;47;38;9;47;24
Do Knot Disturb;2009;Rotten;20;22;1;4;5;2
Do Not Resist;2016;Certified-Fresh;91;62;40;4;44;16
Do the Right Thing;1989;Certified-Fresh;93;90;89;7;96;22
Do You Believe?;2015;Rotten;25;83;5;15;20;6
Do You Trust this Computer?;1900;Fresh;71;94;10;4;14;4
DOA: Dead or Alive;2007;Rotten;33;36;15;31;46;14
Doc Holliday;1971;Rotten;40;47;4;6;10;3
Doc Hollywood;1991;Fresh;68;50;23;11;34;6
Doctor Dolittle;1967;Rotten;29;57;6;15;21;4
Doctor Faustus;1968;Rotten;10;30;1;9;10;3
Doctor Strange;2016;Certified-Fresh;89;86;333;41;373;56
Dodgeball - A True Underdog Story;2004;Fresh;71;76;116;48;164;38
Dodsworth;1936;Fresh;90;86;18;2;20;3
Dog Day Afternoon;1975;Certified-Fresh;96;90;43;2;45;8
Dog Days;2018;Fresh;63;76;42;25;67;18
Dog Eat Dog;2016;Rotten;50;18;35;35;70;20
Dog Park;1998;Rotten;36;28;9;16;25;6
Dog Pound;2010;Fresh;65;69;17;9;26;10
Dog Soldiers;2002;Fresh;79;79;30;8;38;4
Doghouse;2009;Rotten;48;46;11;12;23;7
Dogtooth (Kynodontas);2010;Certified-Fresh;93;76;62;5;67;22
Dogtown and Z-Boys;2001;Certified-Fresh;92;88;90;8;98;33
Dogville;2003;Fresh;70;89;117;51;168;47
Doin' It in the Park: Pick-Up Basketball, NYC;2013;Fresh;75;69;6;2;8;4
La Dolce Vita;1960;Certified-Fresh;96;90;67;3;70;22
Dolemite;1975;Rotten;57;67;8;6;14;2
Dolemite Is My Name;2019;Certified-Fresh;97;91;219;7;226;39
Dolittle;2020;Rotten;14;76;31;197;228;41
$ (Dollars) (The Heist);1971;Fresh;86;51;6;1;7;2
Dolly Parton's Coat of Many Colors;1900;Fresh;78;68;7;2;9;6
Dolores Claiborne;1995;Certified-Fresh;84;81;37;7;44;11
Dolphin Tale;2011;Certified-Fresh;81;80;92;21;113;32
Dolphin Tale 2;2014;Fresh;66;72;57;30;87;28
Dolphins;2000;Fresh;89;65;8;1;9;2
Dom Hemingway;2014;Rotten;56;38;71;56;127;37
Domain;2018;Fresh;67;53;4;2;6;1
Domestic Disturbance;2001;Rotten;24;37;24;76;100;28
Dominick Dunne: After the Party;1900;Fresh;86;93;6;1;7;1
Dominion: Prequel to the Exorcist;2005;Rotten;30;25;14;32;46;15
Domino;2005;Rotten;18;56;29;129;158;36
Domino;2019;Rotten;33;18;23;47;70;16
Don Juan DeMarco;1994;Fresh;69;68;25;11;36;12
Don 2;2011;Fresh;69;72;9;4;13;5
Don Jon;2013;Certified-Fresh;79;58;160;43;202;54
Don McKay;2010;Rotten;38;23;10;16;26;9
Don Peyote;2014;Rotten;7;29;1;13;14;5
Don Quixote;1992;Rotten;43;40;3;4;7;2
Don Verdean;2015;Rotten;29;23;11;27;38;17
Donkey Punch;2008;Rotten;52;24;27;25;52;16
Donnie Brasco;1997;Certified-Fresh;88;89;50;7;57;18
Donnie Darko;2001;Certified-Fresh;86;80;101;16;117;16
Donnybrook;2019;Rotten;39;35;18;28;46;14
Donovan's Echo;1900;Rotten;33;43;3;6;9;3
Donovan's Reef;1963;Rotten;55;76;6;5;11;0
Don't Ask Don't Tell;2002;Rotten;36;25;4;7;11;3
Don't Be a Menace to South Central While Drinking Your Juice in The Hood;1996;Rotten;31;80;8;18;26;7
Don't Be Afraid of the Dark;1973;Fresh;71;57;5;2;7;0
Don't Be Afraid Of The Dark;2011;Fresh;60;34;105;70;175;41
Don't Be Nice;2019;Fresh;100;86;10;0;10;3
Don't Bother to Knock;1952;Fresh;100;76;11;0;11;0
Don't Breathe;2016;Certified-Fresh;88;78;205;28;232;39
Don't Call Me Son (Mae So Ha Uma);2016;Fresh;83;64;15;3;18;7
Don't Come Back from the Moon;2019;Fresh;88;71;15;2;17;9
Don't Come Knocking;2006;Rotten;43;60;43;58;101;34
Don't Go;2018;Rotten;39;25;9;14;23;4
Don't Go in the House;1980;Rotten;40;33;2;3;5;0
Don't Hang Up;2017;Rotten;25;31;4;12;16;2
Don't Kill It;2017;Fresh;93;38;13;1;14;2
Don't Knock Twice;2017;Rotten;24;21;6;19;25;4
Don't Leave Home;2018;Fresh;74;22;14;5;19;5
Don't Let Go (Relive);2019;Rotten;42;79;39;53;92;18
Dont Look Back;1967;Fresh;100;92;21;0;21;7
Don't Look Now;1973;Certified-Fresh;95;76;69;4;73;17
Hot Pursuit;2015;Rotten;7;35;12;162;173;44
Don't Say a Word;2001;Rotten;24;49;27;87;114;33
Don't Sleep;2017;Rotten;9;21;1;10;11;3
Don't Stop Believin': Everyman's Journey;2013;Fresh;64;72;29;16;45;16
Don't Tell Mom the Babysitter's Dead;1991;Rotten;33;56;10;20;30;9
Don't Think Twice;2016;Certified-Fresh;98;69;132;3;135;35
Don't Torture a Duckling;1972;Fresh;83;77;5;1;6;0
Don't Trip...He Ain't Through with Me Yet;2006;Rotten;45;73;5;6;11;5
Don't Worry, He Won't Get Far on Foot;2018;Certified-Fresh;76;75;143;44;187;37
Doom;2005;Rotten;19;34;26;112;138;30
Doom: Annihilation;1900;Rotten;43;16;3;4;7;0
The Doom Generation;1995;Rotten;47;62;16;18;34;15
Doomsday;2008;Rotten;51;44;37;36;73;13
Doomsday Book;1900;Fresh;80;54;4;1;5;1
The Doors;1991;Rotten;57;79;35;26;61;17
Dopamine;2003;Rotten;52;53;27;25;52;20
Dope;2015;Certified-Fresh;89;83;140;18;158;42
Dora and the Lost City of Gold;2019;Certified-Fresh;85;88;127;23;150;23
Dorfman in Love;2013;Rotten;21;51;3;11;14;7
National Lampoon Presents Dorm Daze;2003;Rotten;0;26;0;7;7;1
Dormant Beauty;2014;Fresh;80;39;20;5;25;10
Dot the I;2003;Rotten;25;76;15;44;59;24
Double Dare;2005;Fresh;97;79;36;1;37;11
Double Dragon;1994;Rotten;13;26;2;14;16;4
Double Impact;1991;Rotten;35;42;7;13;20;4
Double Indemnity;1944;Certified-Fresh;97;95;62;2;64;13
La Double Vie de Veronique (The Double Life of Veronique);1991;Fresh;82;92;23;5;28;6
Double Lover (L'amant double);2018;Fresh;70;49;73;31;104;22
Double Team;1997;Rotten;11;25;2;17;19;5
Double Whammy;2002;Rotten;36;29;4;7;11;1
Doubt;2008;Certified-Fresh;80;78;174;43;217;56
Doug's 1st Movie;1999;Rotten;26;28;9;25;34;11
Dovlatov;2018;Fresh;80;60;12;3;15;6
Down Terrace;2010;Fresh;86;61;30;5;35;14
Down a Dark Hall;2018;Rotten;50;21;13;13;26;8
Down And Dangerous;2014;Fresh;60;26;3;2;5;2
Down and Derby;2005;Rotten;22;51;6;21;27;11
Down and Out in Beverly Hills;1986;Fresh;79;52;22;6;28;7
Down by Law;1986;Fresh;87;94;26;4;30;9
Down in the Delta;1998;Fresh;79;70;19;5;24;8
Down in the Valley;2006;Rotten;52;53;53;48;101;36
Down Periscope;1996;Rotten;12;62;4;30;34;9
Down the Shore;2013;Rotten;45;36;5;6;11;7
Down to the Bone;2005;Fresh;94;71;31;2;33;13
Down to You;2000;Rotten;3;49;2;57;59;17
Down With Love;2003;Fresh;60;62;107;72;179;41
Downfall (Der Untergang);2004;Certified-Fresh;90;94;126;14;140;35
Downhill Racer;1969;Fresh;85;59;23;4;27;8
Downriver;1900;Fresh;90;55;9;1;10;3
Downsizing;2017;Rotten;46;23;139;160;299;52
Downton Abbey;2019;Certified-Fresh;84;94;209;40;249;42
Downtown 81;2001;Fresh;79;73;23;6;29;11
Dr. Bronner's Magic Soapbox;2007;Fresh;86;62;12;2;14;8
Dr. Cyclops;1940;Fresh;77;56;10;3;13;3
Dr. Dolittle;1998;Rotten;42;35;22;30;52;10
Dr. Dolittle 2;2001;Rotten;42;26;45;62;107;33
Dr. Feelgood: Dealer or Healer?;2016;Fresh;83;48;5;1;6;3
Dr. Giggles;1992;Rotten;17;41;5;24;29;7
Dr. Goldfoot and the Bikini Machine;1965;Rotten;29;43;2;5;7;0
Dr. Jekyll and Sister Hyde;1971;Fresh;80;63;4;1;5;0
Dr. Mabuse the Gambler (Dr. Mabuse, der Spieler - Ein Bild der Zeit) (Dr. Mabuse, King of Crime);1922;Fresh;94;87;15;1;16;3
Dr. No;1962;Certified-Fresh;95;82;57;3;60;6
Dr. Phibes Rises Again;1972;Rotten;59;57;10;7;17;3
Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb;1964;Certified-Fresh;98;94;89;2;91;14
Dr. T and the Women;2000;Rotten;57;20;62;47;109;34
Dr. Who and the Daleks;1965;Rotten;42;41;8;11;19;3
Dracula 2000;2000;Rotten;17;39;12;57;69;21
Dracula A.D. 1972;1972;Rotten;22;40;2;7;9;3
Dracula - Dead and Loving It;1995;Rotten;11;49;4;32;36;11
Dracula Has Risen From the Grave;1969;Fresh;80;60;12;3;15;1
Dracula II: Ascension;2003;Rotten;0;30;0;7;7;0
Dracula Untold;2014;Rotten;24;58;32;103;135;28
Dracula's Daughter;1936;Rotten;55;41;11;9;20;3
Draft Day;2014;Rotten;59;65;94;64;158;41
Drag Me to Hell;2009;Certified-Fresh;92;62;247;21;268;56
Dragged Across Concrete;2019;Certified-Fresh;76;68;109;35;144;28
Dragon and the Hawk;2001;Rotten;0;;0;7;7;0
Dragon Ball Super: Broly;2019;Fresh;82;92;46;10;56;3
Dragon Ball Z: Battle Of Gods;2014;Fresh;88;80;7;1;8;2
Dragon Ball Z: Resurrection 'F';2015;Fresh;83;84;15;3;18;3
Dragon Blade (Tian jiang xiong shi);2015;Rotten;36;39;17;30;47;16
Dragon: The Bruce Lee Story;1993;Fresh;71;79;15;6;21;5
Dragon Wars;2007;Rotten;30;19;11;26;37;7
Dragonball Evolution;2009;Rotten;15;20;9;52;61;14
Dragonheart;1996;Rotten;50;60;15;15;30;5
Dragonheart - A New Beginning;2000;Rotten;40;35;2;3;5;0
Dragonslayer;1981;Fresh;84;62;27;5;32;6
Dragonslayer;2011;Fresh;90;61;18;2;20;11
Dreadnaught;1981;Fresh;60;85;3;2;5;1
Dream a Little Dream;1989;Rotten;0;67;0;10;10;3
Dream Big: Engineering Our World;2017;Fresh;100;66;7;0;7;4
Dream for an Insomniac;1996;Rotten;50;75;6;6;12;3
Dream Home;2010;Fresh;76;60;16;5;21;2
Dream House;2011;Rotten;6;36;5;82;87;18
Dreamcatcher;2003;Rotten;28;35;52;131;183;41
Dreamer: Inspired by a True Story;2005;Fresh;64;78;75;42;117;32
Dreamgirls;2006;Certified-Fresh;78;71;163;45;208;54
Dreaming of Joseph Lees;1999;Rotten;36;54;5;9;14;5
Dreamland;2020;Rotten;48;;16;17;33;9
Dreams;;Fresh;65;86;17;9;26;7
Dreams of a Life;2012;Fresh;77;65;23;7;30;13
Dreams Rewired;2015;Fresh;75;45;12;4;16;7
Dreams With Sharp Teeth;2008;Fresh;100;85;22;0;22;7
Dreamscape;1984;Fresh;77;46;24;7;31;4
Dredd;2012;Certified-Fresh;79;72;130;34;164;34
The Dresser;1983;Fresh;100;87;14;0;14;1
Drew: The Man Behind The Poster;2013;Rotten;50;71;5;5;10;6
Drift;2013;Rotten;32;56;6;13;19;8
Drifter;2017;Rotten;42;12;5;7;12;2
Drillbit Taylor;2008;Rotten;25;44;37;109;146;37
Drinking Buddies;2013;Certified-Fresh;83;49;101;20;121;34
Drive Angry;2011;Rotten;47;37;58;65;123;29
Drive;2011;Certified-Fresh;92;79;245;20;265;55
Drive;1900;Rotten;0;17;0;8;8;0
Drive Hard;2014;Rotten;8;12;2;24;25;10
Drive, He Said;1971;Fresh;62;23;8;5;13;5
Drive Me Crazy;1999;Rotten;28;53;10;26;36;8
Driven;2019;Fresh;63;67;32;19;51;12
Driven;1900;Fresh;71;86;5;2;7;0
DriverX;2018;Rotten;44;87;4;5;9;4
Driveways;1900;Certified-Fresh;100;89;66;0;66;18
Drone;2017;Rotten;27;25;3;8;11;4
Drones;2014;Rotten;33;29;2;4;6;2
Drop Dead Fred;1991;Rotten;11;77;4;32;36;11
Drop Dead Gorgeous;1999;Rotten;45;75;31;38;69;22
Drop Zone;1994;Rotten;41;32;9;13;22;4
Drowning Mona;2000;Rotten;29;46;22;54;76;24
The Drowning Pool;1975;Rotten;50;50;8;8;16;5
Drug Lord: The Legend Of Shorty;2014;Fresh;63;43;5;3;8;2
Drug War;2013;Certified-Fresh;94;77;51;3;54;18
Drugstore Cowboy;1989;Fresh;100;85;28;0;28;7
Drumline;2002;Certified-Fresh;82;70;69;15;84;27
The Drum (Drums);1938;Fresh;83;56;5;1;6;0
Drums Along the Mohawk;1939;Fresh;82;60;9;2;11;0
Drunk Parents;2019;Rotten;0;16;0;5;5;0
Drunk Stoned Brilliant Dead: The Story of the National Lampoon;2015;Certified-Fresh;88;68;56;8;64;19
Drunkboat;2012;Rotten;23;23;3;10;13;5
Drunken Master (Jui kuen);1978;Fresh;79;85;15;4;19;0
Drunks;1995;Rotten;57;44;4;3;7;3
The Dry Land;2010;Fresh;64;46;16;9;25;9
DTF;1900;Fresh;67;50;4;2;6;1
Duane Hopwood;2005;Rotten;55;60;11;9;20;9
Duck;2005;Rotten;50;45;9;9;18;6
Duck Butter;2018;Rotten;57;42;21;16;37;15
Duck Season (Temporada de patos);2006;Certified-Fresh;91;78;69;7;76;27
Duck Soup;1933;Certified-Fresh;92;91;47;4;51;10
Duck, You Sucker (A Fistful of Dynamite) (Giu la testa);1972;Fresh;92;83;22;2;24;6
DuckTales: The Movie - Treasure of the Lost Lamp;;Fresh;88;69;7;1;8;3
Dude Bro Party Massacre III;2015;Fresh;90;77;9;1;10;0
Dude, Where's My Car?;2000;Rotten;17;47;10;48;58;16
Dudley Do-Right;1999;Rotten;16;23;7;38;45;15
Due Date;2010;Rotten;39;52;76;117;193;43
The Duellists;1977;Fresh;92;83;24;2;26;5
The Dukes;2007;Rotten;57;34;13;10;23;13
The Dukes of Hazzard;2005;Rotten;14;47;23;147;170;42
The Dukes of Hazzard: The Beginning;2007;Rotten;20;47;1;4;5;0
Dum Maaro Dum;2011;Rotten;50;43;3;3;6;2
Duma;2005;Certified-Fresh;93;80;57;4;61;28
Dumb and Dumber;1994;Fresh;68;84;36;17;53;13
Dumb and Dumber To;2014;Rotten;30;35;45;106;151;36
Dumb and Dumberer: When Harry Met Lloyd;2003;Rotten;10;23;12;107;119;33
Dumbo;1941;Certified-Fresh;98;70;41;1;42;6
Dumbo;2019;Rotten;46;48;168;195;363;46
Dumbstruck;2011;Fresh;72;78;21;8;29;12
Dumplin';2018;Certified-Fresh;85;74;53;9;62;16
The Dungeon Masters;2008;Fresh;67;27;4;2;6;0
Dungeons & Dragons;2000;Rotten;10;19;9;83;92;29
